ABSVAR,dLx,dLy
0,-1.3778487160821e-01,-4.0952867886251e-01
1,1.3743779205322e-01,-4.1410695772630e-01
2,-8.0327933332018e-01,8.4683120102626e+00
3,7.9740444121193e-01,8.4935011622532e+00
4,7.2746475542839e-02,-3.1407196238907e+00
5,-7.2508704798572e-02,-3.2163829841419e+00
6,-4.0923032908668e-02,-4.8807556975623e+00
7,4.6920852618471e-02,-4.9006854289073e+00
