ABSVAR,dLx,dLy
0,-1.0899601201853e+00,-1.0619296170063e+01
1,1.0919071505859e+00,-1.0643516013904e+01
2,-9.9744226918291e+00,1.7811070321640e+02
3,9.9260940436762e+00,1.7780906294254e+02
4,-3.0895542965788e-01,-6.0935021889286e+01
5,3.1648001031718e-01,-6.1847339438574e+01
6,-2.8875375135890e-01,-1.0590919255990e+02
7,3.2732608183417e-01,-1.0602286226717e+02
