absvar-value,dLx,dLy
1.0000000000e-02,-1.3588654312e-01,-3.2218908089e-01
1.0000000000e-05,-1.3589697950e-01,-3.2220182674e-01
1.0000000000e-07,-1.3589664997e-01,-3.2217708750e-01
