ABSVAR,dLx,dLy
0,-1.0546815916408e-02,1.8520912825664e-03
1,1.0523892323926e-02,1.8256996602228e-03
2,-5.7313775617346e-02,1.2993237312187e-01
3,5.7283324686339e-02,1.3128980872652e-01
4,5.2349691023958e-03,-6.8281865317926e-02
5,-5.7302387631483e-03,-6.9544889059899e-02
6,-3.4419906289375e-03,-6.3016805102898e-02
7,3.6823678434914e-03,-6.3048647258172e-02
