ABSVAR,dLx,dLy
0,-1.3596882303459e-01,-4.0248962472832e-01
1,1.3574327508283e-01,-4.0910713596839e-01
2,-7.9401809322185e-01,8.3757123969033e+00
3,7.8769805868410e-01,8.4068731200693e+00
4,6.8800570007739e-02,-3.0653977583085e+00
5,-7.1660111131699e-02,-3.1858086870030e+00
6,-4.0634216170652e-02,-4.8263436127955e+00
7,4.6348903913681e-02,-4.8489793284267e+00
