ABSVAR,dLx,dLy
0,-1.1024123890634e+00,-1.0699497684883e+01
1,1.1030904362245e+00,-1.0723951276144e+01
2,-1.0119175557084e+01,1.7956877467075e+02
3,1.0068891141917e+01,1.7925295998818e+02
4,-3.1617480163631e-01,-6.1463944337695e+01
5,3.2791048280265e-01,-6.2385637923695e+01
6,-2.9223914466265e-01,-1.0676619915957e+02
7,3.2994201653921e-01,-1.0685691044877e+02
