ABSVAR,dLx,dLy
0,-1.0547570822834e-02,1.8501134743631e-03
1,1.0520150110071e-02,1.8788999415344e-03
2,-5.7212901053331e-02,1.2927820678521e-01
3,5.7397170704284e-02,1.3129685686384e-01
4,5.3449886812831e-03,-6.9128276393882e-02
5,-5.7464081193211e-03,-6.9550074826344e-02
6,-3.4457739141997e-03,-6.2553695034923e-02
7,3.6889200353280e-03,-6.3053651893402e-02
