ABSVAR,dLx,dLy
0,-1.1070379874194e+00,-1.0726411986799e+01
1,1.1064263866124e+00,-1.0750775367788e+01
2,-1.0168581212582e+01,1.8005548482955e+02
3,1.0116759468092e+01,1.7973597858664e+02
4,-3.1734465846876e-01,-6.1642470294706e+01
5,3.3301630710044e-01,-6.2565737576072e+01
6,-2.9378297696640e-01,-1.0704535426790e+02
7,3.3037295258115e-01,-1.0713574346170e+02
