ABSVAR,dLx,dLy
0,-1.0457275944901e-02,1.8549886414883e-03
1,1.0429271237790e-02,1.8823355178188e-03
2,-5.6717739390378e-02,1.2835233116225e-01
3,5.6902960186335e-02,1.3037163211462e-01
4,5.2977589830949e-03,-6.8677266186564e-02
5,-5.6951111367956e-03,-6.9099613041937e-02
6,-3.4165335138591e-03,-6.2105380809524e-02
7,3.6575230281621e-03,-6.2592758017762e-02
