ABSVAR,dLx,dLy
0,-1.0899063716247e+00,-1.0618978911045e+01
1,1.0918569302123e+00,-1.0643422394302e+01
2,-9.9736408833450e+00,1.7811625856785e+02
3,9.9255991995529e+00,1.7780793268663e+02
4,-3.0898455334314e-01,-6.0932617290516e+01
5,3.1656359530425e-01,-6.1847417442386e+01
6,-2.8896515685030e-01,-1.0593188779800e+02
7,3.2731416932776e-01,-1.0602291451661e+02
