ABSVAR,dLx,dLy
0,-1.1070848785022e+00,-1.0726683343546e+01
1,1.1064789006188e+00,-1.0750870070230e+01
2,-1.0169385333772e+01,1.8005047940760e+02
3,1.0117299372409e+01,1.7973709065077e+02
4,-3.1733232875796e-01,-6.1644446506206e+01
5,3.3292312402413e-01,-6.2565644520276e+01
6,-2.9356791789737e-01,-1.0702325920367e+02
7,3.3038670672008e-01,-1.0713569100243e+02
