ABSVAR,dLx,dLy
0,-1.9075419636987e+00,-2.6171965133539e+00
1,2.0904143676788e+00,-2.7078328872609e+00
2,-1.8402123590758e+01,1.6715265899877e+02
3,1.8374443995578e+01,1.6633038337596e+02
4,2.1323600234872e-02,-1.0626779627364e+02
5,-1.7786718454081e-01,-1.0644758446063e+02
6,-4.3799928787269e-01,-5.7840817462882e+01
7,4.3592114781647e-01,-5.7841766283618e+01
