ABSVAR,dLx,dLy
0,-3.3956107851158e+00,-2.6711387800398e+00
1,3.7183548299166e+00,-2.8816344764581e+00
2,-4.0929875170875e+01,3.2423457557156e+02
3,4.0614555048299e+01,3.2251674615497e+02
4,-2.8922230004784e-01,-2.1637751778231e+02
5,1.8940415806568e-01,-2.1650893685149e+02
6,-6.3205205723160e-01,-1.0428300683140e+02
7,7.1938731285829e-01,-1.0439485637602e+02
