ABSVAR,dLx,dLy
0,-3.3955763744832e+00,-2.6711037266162e+00
1,3.7183205530981e+00,-2.8816476150969e+00
2,-4.0929659461428e+01,3.2423423509656e+02
3,4.0611915164782e+01,3.2251645883925e+02
4,-2.8902743994693e-01,-2.1637777989114e+02
5,1.8925780561508e-01,-2.1650894572188e+02
6,-6.3198752140277e-01,-1.0428304430210e+02
7,7.1937607115550e-01,-1.0439485770153e+02
