absvar-value,dLx,dLy
1.0000000000e-02,-1.9113500000e+00,-2.5879350000e+00
1.0000000000e-03,-1.9115000000e+00,-2.5880500000e+00
1.0000000000e-04,-1.9100000000e+00,-2.5880000000e+00
1.0000000000e-05,-1.9000000000e+00,-2.5900000000e+00
1.0000000000e-06,-2.0000000001e+00,-2.6000000000e+00
1.0000000000e-07,-5.0000000007e+00,-2.5000000001e+00
