ABSVAR,dLx,dLy
0,-1.3264233993174e+00,-1.7464747920940e+00
1,1.4591796530045e+00,-1.8048169455172e+00
2,-1.1827404202509e+01,1.0833282263824e+02
3,1.1849872295036e+01,1.0782573039030e+02
4,1.1166107489690e-01,-6.8205036457206e+01
5,-2.5953468566268e-01,-6.8388008399930e+01
6,-3.2476717636675e-01,-3.8112829471619e+01
7,3.1533645278186e-01,-3.8099876672701e+01
