absvar-value,dLx,dLy
1.0000000000e-02,-1.9102000000e+00,-2.5876850000e+00
1.0000000000e-03,-1.9100000000e+00,-2.5878500000e+00
1.0000000000e-04,-1.9100000000e+00,-2.5880000000e+00
1.0000000000e-05,-1.9000000000e+00,-2.5900000000e+00
1.0000000000e-06,-1.9999999998e+00,-2.6000000000e+00
1.0000000000e-07,0.0000000000e+00,-2.5000000001e+00
