ABSVAR,dLx,dLy
0,-1.3264177809825e+00,-1.7464809843652e+00
1,1.4591687540252e+00,-1.8048221150295e+00
2,-1.1827367127586e+01,1.0833290694626e+02
3,1.1849815504027e+01,1.0782571148312e+02
4,1.1175336534237e-01,-6.8204970630414e+01
5,-2.5954492678978e-01,-6.8388012672740e+01
6,-3.2475192527616e-01,-3.8112804721702e+01
7,3.1532718488028e-01,-3.8099878598928e+01
