absvar-value,dLx,dLy
1.0000000000e-02,-1.9031500000e+00,-2.5836400000e+00
1.0000000000e-03,-1.9035000000e+00,-2.5840500000e+00
1.0000000000e-04,-1.9000000000e+00,-2.5840000000e+00
1.0000000000e-05,-1.9000000000e+00,-2.5850000000e+00
1.0000000000e-06,-2.0000000001e+00,-2.6000000000e+00
1.0000000000e-07,0.0000000000e+00,-2.5000000001e+00
