ABSVAR,dLx,dLy
0,-3.4512813791134e+00,-2.6061153978439e+00
1,3.7716898788472e+00,-2.8215574031120e+00
2,-4.1835722244215e+01,3.2780843785482e+02
3,4.1485067914775e+01,3.2608479325380e+02
4,-2.7989755051415e-01,-2.1912760798465e+02
5,2.1369025551771e-01,-2.1921768779301e+02
6,-6.3874420178540e-01,-1.0518664223622e+02
7,7.2764233900218e-01,-1.0530235372434e+02
