ABSVAR,dLx,dLy
0,-1.3212474627397e+00,-1.7415072637296e+00
1,1.4545629193068e+00,-1.7996545937435e+00
2,-1.1780442572167e+01,1.0804545857293e+02
3,1.1803864508575e+01,1.0753913651943e+02
4,1.1071078397912e-01,-6.8019979646476e+01
5,-2.6062036907366e-01,-6.8206419119757e+01
6,-3.2346446881801e-01,-3.8013945044801e+01
7,3.1455584015549e-01,-3.8001078845016e+01
