ABSVAR,dLx,dLy
0,-1.3067926440863e+00,-1.7263028842306e+00
1,1.4397809534712e+00,-1.7839818420366e+00
2,-1.1641177812054e+01,1.0718266427936e+02
3,1.1665795604245e+01,1.0668020703714e+02
4,1.1024883613732e-01,-6.7469549764633e+01
5,-2.6150287085329e-01,-6.7659287782524e+01
6,-3.2009379997007e-01,-3.7716666169965e+01
7,3.1169641957107e-01,-3.7703896115659e+01
