ABSVAR,dLx,dLy
0,-1.8860858973305e+00,-2.6035392021920e+00
1,2.0713556966736e+00,-2.6925810880832e+00
2,-1.8180712979845e+01,1.6589637862583e+02
3,1.8158814074746e+01,1.6507480026517e+02
4,1.8610058708412e-02,-1.0542873843579e+02
5,-1.8517951366060e-01,-1.0562362634141e+02
6,-4.3309756288036e-01,-5.7431397545690e+01
7,4.3293775946733e-01,-5.7430307975990e+01
