ABSVAR,dLx,dLy
0,-1.9063123274964e+00,-2.6167263315438e+00
1,2.0899555580870e+00,-2.7072621236317e+00
2,-1.8392704793949e+01,1.6710148228406e+02
3,1.8365940433299e+01,1.6627891068061e+02
4,2.0379008823536e-02,-1.0623174946602e+02
5,-1.7903535144959e-01,-1.0641480824169e+02
6,-4.3761527002774e-01,-5.7824374359100e+01
7,4.3597140913714e-01,-5.7825383594266e+01
