ABSVAR,dLx,dLy
0,-1.7123381873008e-01,7.6472894536953e-02
1,1.9288116397408e-01,6.6262546141644e-02
2,-1.2612117930976e+00,7.1984087142204e+00
3,1.2852373077867e+00,7.1709526688178e+00
4,6.6652347042808e-02,-4.9169784275682e+00
5,-1.1016242712089e-01,-4.9137607557748e+00
6,-4.8000931579034e-02,-2.3527282909923e+00
7,4.5738513407453e-02,-2.3574485157205e+00
