ABSVAR,dLx,dLy
0,-1.8772192555905e+00,-2.5969821291891e+00
1,2.0625492276333e+00,-2.6856372444089e+00
2,-1.8084772456020e+01,1.6534416040092e+02
3,1.8064389562338e+01,1.6452504224790e+02
4,1.8666634132462e-02,-1.0506258106921e+02
5,-1.8710116719565e-01,-1.0526076614705e+02
6,-4.3121933450062e-01,-5.7251480760229e+01
7,4.3137241123099e-01,-5.7250280302309e+01
