absvar-value,dLx,dLy
1.0000000000e-02,-1.9074500000e+00,-2.5862500000e+00
1.0000000000e-03,-1.9075000000e+00,-2.5865000000e+00
1.0000000000e-04,-1.9050000000e+00,-2.5865000000e+00
1.0000000000e-05,-1.9500000000e+00,-2.5850000000e+00
1.0000000000e-06,-1.5000000000e+00,-2.5500000000e+00
1.0000000000e-07,-4.9999999985e+00,-2.4999999998e+00
