ABSVAR,dLx,dLy
0,-1.9082207978215e+00,-2.6183886476961e+00
1,2.0910708603926e+00,-2.7090790879983e+00
2,-1.8410276741839e+01,1.6722725570955e+02
3,1.8382433032551e+01,1.6640461277663e+02
4,2.1306166648989e-02,-1.0631694174892e+02
5,-1.7763905539384e-01,-1.0649642422082e+02
6,-4.3812875683666e-01,-5.7866068030991e+01
7,4.3602517358778e-01,-5.7867048559245e+01
