ABSVAR,dLx,dLy
0,-1.8941269728270e+00,-2.6099768706470e+00
1,2.0791830454180e+00,-2.6994064948949e+00
2,-1.8267779840768e+01,1.6642332527860e+02
3,1.8244350205175e+01,1.6559937879540e+02
4,1.8683504451658e-02,-1.0577860452664e+02
5,-1.8317374792793e-01,-1.0596988149910e+02
6,-4.3480989558713e-01,-5.7603674165309e+01
7,4.3429327504832e-01,-5.7602690230628e+01
