ABSVAR,dLx,dLy
0,-1.9035576352947e+00,-2.6149945803858e+00
1,2.0878242347193e+00,-2.7053678363037e+00
2,-1.8365796298807e+01,1.6694937429260e+02
3,1.8340076029292e+01,1.6612703930506e+02
4,1.9619558179639e-02,-1.0612940456593e+02
5,-1.8033991788889e-01,-1.0631575249101e+02
6,-4.3693658953968e-01,-5.7774827308227e+01
7,4.3570003624970e-01,-5.7775851013490e+01
