ABSVAR,dLx,dLy
0,-1.7250036788103e-01,7.6247563777277e-02
1,1.9426099668687e-01,6.6003927646749e-02
2,-1.2707057900379e+00,7.2409074353274e+00
3,1.2948363122671e+00,7.2133555099951e+00
4,6.7104674803895e-02,-4.9446586056161e+00
5,-1.1080554628340e-01,-4.9415738956135e+00
6,-4.8348481797387e-02,-2.3672469895797e+00
7,4.6057168802009e-02,-2.3719733986942e+00
