ABSVAR,dLx,dLy
0,-1.7354088757325e-01,7.6065581703098e-02
1,1.9534884092202e-01,6.5794699244625e-02
2,-1.2783625484327e+00,7.2750014348578e+00
3,1.3025345911167e+00,7.2474328013819e+00
4,6.7517679854957e-02,-4.9669263668460e+00
5,-1.1127203501261e-01,-4.9638582709201e+00
6,-4.8634680510846e-02,-2.3789081325991e+00
7,4.6306651507678e-02,-2.3836376152555e+00
