absvar-value,dLx,dLy
1.0000000000e-02,-1.8810500000e+00,-2.5686550000e+00
1.0000000000e-03,-1.8810000000e+00,-2.5691000000e+00
1.0000000000e-04,-1.8800000000e+00,-2.5690000000e+00
1.0000000000e-05,-1.8500000000e+00,-2.5700000000e+00
1.0000000000e-06,-2.0000000001e+00,-2.6000000000e+00
1.0000000000e-07,-5.0000000007e+00,-3.0000000001e+00
