absvar-value,dLx,dLy
1.0000000000e-02,-8.4228500000e-03,1.1076800000e-02
1.0000000000e-03,-8.0695000000e-03,1.1279500000e-02
1.0000000000e-04,-8.0700000000e-03,1.1280000000e-02
1.0000000000e-05,-8.1000000000e-03,1.1300000000e-02
1.0000000000e-06,-8.0000000001e-03,1.1500000000e-02
1.0000000000e-07,-9.9999999991e-03,9.9999999991e-03
