ABSVAR,dLx,dLy
0,-1.7346875895279e-01,7.6076702486004e-02
1,1.9528733515920e-01,6.5807709604086e-02
2,-1.2778763538288e+00,7.2728750081881e+00
3,1.3020578980496e+00,7.2452886271947e+00
4,6.7476719514453e-02,-4.9655169078655e+00
5,-1.1125791049799e-01,-4.9624758921771e+00
6,-4.8614426438283e-02,-2.3781772970373e+00
7,4.6293289823985e-02,-2.3829071509784e+00
