ABSVAR,dLx,dLy
0,-1.8999549579898e+00,-2.6131911189460e+00
1,2.0846826358933e+00,-2.7033930772524e+00
2,-1.8329579654880e+01,1.6677091758074e+02
3,1.8304870621418e+01,1.6594897882686e+02
4,1.9019393670894e-02,-1.0600988885373e+02
5,-1.8155871800262e-01,-1.0619926862978e+02
6,-4.3609068704682e-01,-5.7717413037997e+01
7,4.3521358357140e-01,-5.7718437439442e+01
