ABSVAR,dLx,dLy
0,-1.7327104555553e-01,7.6110876625866e-02
1,1.9508528201445e-01,6.5847053257474e-02
2,-1.2764362712779e+00,7.2664779580540e+00
3,1.3006141028899e+00,7.2388884117659e+00
4,6.7394132487821e-02,-4.9613321459852e+00
5,-1.1117540687959e-01,-4.9582974011087e+00
6,-4.8559912131076e-02,-2.3759880068994e+00
7,4.6247197358961e-02,-2.3807174772458e+00
