ABSVAR,dLx,dLy
0,-1.7294807310989e-01,7.6167926764526e-02
1,1.9474299209855e-01,6.5912557757544e-02
2,-1.2740447656327e+00,7.2558179207466e+00
3,1.2982055569787e+00,7.2282398768632e+00
4,6.7270072416671e-02,-4.9543768227666e+00
5,-1.1102455872328e-01,-4.9513275051182e+00
6,-4.8471210504903e-02,-2.3723430525579e+00
7,4.6168457312702e-02,-2.3770713769204e+00
