ABSVAR,dLx,dLy
0,-1.8992609705089e+00,-2.6129861094017e+00
1,2.0840097312166e+00,-2.7026438326809e+00
2,-1.8321399294213e+01,1.6670239128263e+02
3,1.8296851832792e+01,1.6587747179460e+02
4,1.9064332203197e-02,-1.0596450891539e+02
5,-1.8180798065978e-01,-1.0615272489498e+02
6,-4.3595787779495e-01,-5.7693835436084e+01
7,4.3510360255888e-01,-5.7692879506021e+01
