ABSVAR,dLx,dLy
0,-1.3758942224935e-01,-4.0898072617703e-01
1,1.3727464376776e-01,-4.1355261237052e-01
2,-8.0218937617841e-01,8.4586822243859e+00
3,7.9633836183938e-01,8.4838809488754e+00
4,7.2628184271385e-02,-3.1374373881354e+00
5,-7.2457714945659e-02,-3.2130195112511e+00
6,-4.0860196407333e-02,-4.8750337599096e+00
7,4.6868889085993e-02,-4.8949518178736e+00
