ABSVAR,dLx,dLy
0,-1.3662361286437e-01,-4.0608363294582e-01
1,1.3635867608609e-01,-4.1063821484893e-01
2,-7.9652861572428e-01,8.4081719145896e+00
3,7.9072715697569e-01,8.4332973930658e+00
4,7.2146709511553e-02,-3.1201131009885e+00
5,-7.2070866609793e-02,-3.1953062728624e+00
6,-4.0565395127934e-02,-4.8449515507402e+00
7,4.6569122711426e-02,-4.8647845431109e+00
