ABSVAR,dLx,dLy
0,-1.1024115160562e+00,-1.0699493626438e+01
1,1.1030889892552e+00,-1.0723949550154e+01
2,-1.0119174285644e+01,1.7956883221717e+02
3,1.0068886978643e+01,1.7925294091503e+02
4,-3.1617395217359e-01,-6.1464004819346e+01
5,3.2791153739974e-01,-6.2385638552540e+01
6,-2.9223980025154e-01,-1.0676620323661e+02
7,3.2994156796624e-01,-1.0685691021816e+02
