ABSVAR,dLx,dLy
0,-1.0991118192883e+00,-1.0678592994568e+01
1,1.1002110667343e+00,-1.0703058455820e+01
2,-1.0081178930806e+01,1.7919137541997e+02
3,1.0031565068164e+01,1.7887753964761e+02
4,-3.1443534408952e-01,-6.1325806955404e+01
5,3.2481154627729e-01,-6.2245729168262e+01
6,-2.9133875161070e-01,-1.0654947836671e+02
7,3.2930835629189e-01,-1.0664029220932e+02
