absvar-value,dLx,dLy
1.0000000000e-02,-1.0947500000e+00,-1.0220325000e+01
1.0000000000e-03,-1.0950000000e+00,-1.0220425000e+01
1.0000000000e-04,-1.0950000000e+00,-1.0220400000e+01
1.0000000000e-05,-1.1000000000e+00,-1.0220000000e+01
1.0000000000e-06,-1.0000000000e+00,-1.0220000000e+01
1.0000000000e-07,0.0000000000e+00,-1.0200000000e+01
