absvar-value,dLx,dLy
1.0000000000e-02,-1.1061500000e+00,-1.0646829500e+01
1.0000000000e-03,-1.1060000000e+00,-1.0647090000e+01
1.0000000000e-04,-1.1050000000e+00,-1.0647100000e+01
1.0000000000e-05,-1.1000000000e+00,-1.0647500000e+01
1.0000000000e-06,-1.0000000000e+00,-1.0645000000e+01
1.0000000000e-07,0.0000000000e+00,-1.0650000000e+01
