absvar-value,dLx,dLy
1.0000000000e-02,-1.1045000000e+00,-1.0639010000e+01
1.0000000000e-03,-1.1045000000e+00,-1.0639290000e+01
1.0000000000e-04,-1.1050000000e+00,-1.0639250000e+01
1.0000000000e-05,-1.1500000000e+00,-1.0639500000e+01
1.0000000000e-06,-1.5000000000e+00,-1.0635000000e+01
1.0000000000e-07,-5.0000000007e+00,-1.0650000000e+01
