absvar-value,dLx,dLy
1.0000000000e-02,-1.0897000000e+00,-1.0188212000e+01
1.0000000000e-03,-1.0895000000e+00,-1.0188310000e+01
1.0000000000e-04,-1.0900000000e+00,-1.0188300000e+01
1.0000000000e-05,-1.1000000000e+00,-1.0188000000e+01
1.0000000000e-06,-1.0000000000e+00,-1.0190000000e+01
1.0000000000e-07,-5.0000000007e+00,-1.0200000000e+01
