absvar-value,dLx,dLy
1.0000000000e-02,-1.1062000000e+00,-1.0289473000e+01
1.0000000000e-03,-1.1065000000e+00,-1.0289575000e+01
1.0000000000e-04,-1.1100000000e+00,-1.0289600000e+01
1.0000000000e-05,-1.1000000000e+00,-1.0289500000e+01
1.0000000000e-06,-1.0000000000e+00,-1.0290000000e+01
1.0000000000e-07,0.0000000000e+00,-1.0300000000e+01
