ABSVAR,dLx,dLy
0,-1.1070370394487e+00,-1.0726407722016e+01
1,1.1064248959046e+00,-1.0750774025935e+01
2,-1.0168578798645e+01,1.8005554869527e+02
3,1.0116755889610e+01,1.7973596433659e+02
4,-3.1734412131842e-01,-6.1642539320518e+01
5,3.3301707897074e-01,-6.2565739711287e+01
6,-2.9378397352887e-01,-1.0704536091532e+02
7,3.3037210625229e-01,-1.0713574618375e+02
