absvar-value,dLx,dLy
1.0000000000e-02,1.2823428547e+00,-8.1161397825e-02
1.0000000000e-03,1.2798701546e+00,-8.7919244401e-02
1.0000000000e-04,1.2798680385e+00,-8.7920536619e-02
1.0000000000e-05,1.2798680150e+00,-8.7921155340e-02
1.0000000000e-06,1.2798681300e+00,-8.7919920900e-02
1.0000000000e-07,1.2798670000e+00,-8.7947348002e-02
