absvar-value,dLx,dLy
1.0000000000e-02,-8.4539500000e-03,1.1101650000e-02
1.0000000000e-03,-8.1000000000e-03,1.1304000000e-02
1.0000000000e-04,-8.1000000000e-03,1.1305000000e-02
1.0000000000e-05,-8.1000000000e-03,1.1300000000e-02
1.0000000000e-06,-8.4999999999e-03,1.1500000000e-02
1.0000000000e-07,-4.9999999974e-03,9.9999999991e-03
