absvar-value,dLx,dLy
1.0000000000e-02,-1.8874000000e+00,-2.5840350000e+00
1.0000000000e-03,-1.8790000000e+00,-2.5860500000e+00
1.0000000000e-04,-1.8800000000e+00,-2.5860000000e+00
1.0000000000e-05,-1.8500000000e+00,-2.5850000000e+00
1.0000000000e-06,-1.5000000000e+00,-2.5500000000e+00
1.0000000000e-07,-4.9999999985e+00,-2.5000000001e+00
