ABSVAR,dLx,dLy
0,-1.7048034060015e-01,7.8428692980699e-02
1,1.9193082430181e-01,6.8221917708374e-02
2,-1.2545676770192e+00,7.1276624771501e+00
3,1.2781852823918e+00,7.0999918483336e+00
4,6.7324090605590e-02,-4.8747928584633e+00
5,-1.1030048904062e-01,-4.8712926128076e+00
6,-4.7741288136936e-02,-2.3250121975818e+00
7,4.5546101836451e-02,-2.3297183733418e+00
