ABSVAR,dLx,dLy
0,-1.9035577317663e+00,-2.6149947512106e+00
1,2.0878243380271e+00,-2.7053680131617e+00
2,-1.8365797428812e+01,1.6694938531104e+02
3,1.8340077252540e+01,1.6612705026091e+02
4,1.9619502319478e-02,-1.0612941183020e+02
5,-1.8033993000781e-01,-1.0631575976066e+02
6,-4.3693662357936e-01,-5.7774831004934e+01
7,4.3570003810557e-01,-5.7775854715053e+01
