ABSVAR,dLx,dLy
0,-1.9063124222894e+00,-2.6167264997069e+00
1,2.0899556604475e+00,-2.7072622978062e+00
2,-1.8392705987983e+01,1.6710149305927e+02
3,1.8365941565578e+01,1.6627892139537e+02
4,2.0379004787461e-02,-1.0623175656965e+02
5,-1.7903531112640e-01,-1.0641481534964e+02
6,-4.3761527866509e-01,-5.7824377975449e+01
7,4.3597143585118e-01,-5.7825387215512e+01
