absvar-value,dLx,dLy
1.0000000000e-02,-1.9168000000e+00,-2.6044150000e+00
1.0000000000e-03,-1.9085000000e+00,-2.6063500000e+00
1.0000000000e-04,-1.9050000000e+00,-2.6065000000e+00
1.0000000000e-05,-1.9000000000e+00,-2.6100000000e+00
1.0000000000e-06,-2.0000000001e+00,-2.6000000000e+00
1.0000000000e-07,0.0000000000e+00,-2.5000000001e+00
