absvar-value,dLx,dLy
1.0000000000e-02,-1.8811000000e+00,-2.5686550000e+00
1.0000000000e-03,-1.8810000000e+00,-2.5691000000e+00
1.0000000000e-04,-1.8800000000e+00,-2.5695000000e+00
1.0000000000e-05,-1.9000000000e+00,-2.5700000000e+00
1.0000000000e-06,-2.0000000001e+00,-2.5500000000e+00
1.0000000000e-07,0.0000000000e+00,-2.5000000001e+00
