ABSVAR,dLx,dLy
0,-1.7175149399221e-01,7.8202740705165e-02
1,1.9330354677827e-01,6.7962480954845e-02
2,-1.2640554533117e+00,7.1701954649837e+00
3,1.2877657888738e+00,7.1424457220432e+00
4,6.7791010000006e-02,-4.9025077546288e+00
5,-1.1093172477147e-01,-4.8991149670043e+00
6,-4.8089891111468e-02,-2.3395500257077e+00
7,4.5863220003850e-02,-2.3442620621421e+00
