ABSVAR,dLx,dLy
0,-1.9035511217628e+00,-2.6149848503276e+00
1,2.0878176163038e+00,-2.7053576854603e+00
2,-1.8365719744031e+01,1.6694867222603e+02
3,1.8340000069301e+01,1.6612634232455e+02
4,1.9619909733135e-02,-1.0612893917618e+02
5,-1.8034096970103e-01,-1.0631528871556e+02
6,-4.3693525594438e-01,-5.7774593404722e+01
7,4.3569892642976e-01,-5.7775616965595e+01
