ABSVAR,dLx,dLy
0,-1.8772131350088e+00,-2.5969729934283e+00
1,2.0625428903872e+00,-2.6856277208572e+00
2,-1.8084700350148e+01,1.6534349370224e+02
3,1.8064317940498e+01,1.6452438064107e+02
4,1.8667018755857e-02,-1.0506213936544e+02
5,-1.8710194544513e-01,-1.0526032558150e+02
6,-4.3121809911402e-01,-5.7251258714758e+01
7,4.3137131455786e-01,-5.7250058143057e+01
