ABSVAR,dLx,dLy
0,-1.8860859958985e+00,-2.6035393759995e+00
1,2.0713558022718e+00,-2.6925812675975e+00
2,-1.8180714165111e+01,1.6589638971041e+02
3,1.8158815288428e+01,1.6507481129487e+02
4,1.8610024656239e-02,-1.0542874574456e+02
5,-1.8517950296529e-01,-1.0562363365230e+02
6,-4.3309758725675e-01,-5.7431401270372e+01
7,4.3293777184169e-01,-5.7430311705312e+01
