ABSVAR,dLx,dLy
0,-1.7272772119757e-01,7.8032072441198e-02
1,1.9432032594368e-01,6.7766129793838e-02
2,-1.2712220387578e+00,7.2021781704245e+00
3,1.2949720520946e+00,7.1744175542357e+00
4,6.8181982348780e-02,-4.9233986658187e+00
5,-1.1136824472392e-01,-4.9200125415719e+00
6,-4.8358853169618e-02,-2.3504920774530e+00
7,4.6096009121134e-02,-2.3552069772570e+00
